t,open,high,low,close,volume
2014-05-09,152.62273068738028,152.89104618003827,151.90722270695892,152.826,83678568.0
2014-05-12,153.5090531640234,154.3871769850888,152.85859107434533,154.314,86940045.0
2014-05-13,154.51704611497158,154.82601516108653,154.29751547694252,154.452,66453965.0
2014-05-14,154.31354490637892,154.38672167565852,153.5004696921612,153.72,72366848.0
2014-05-15,153.4107342582711,153.44325720384205,151.62197225186767,152.37,154956399.0
2014-05-16,152.45993879287423,152.96404610475935,151.81760850837543,152.899,97457678.0
2014-05-19,152.60627000105967,153.58196142842004,152.46804704885028,153.46,63839398.0
2014-05-20,153.38638123167152,153.402642708611,152.10172455345239,152.492,111644478.0
2014-05-21,152.93140131126736,153.85017680960183,152.90700904140007,153.777,89093285.0
2014-05-22,153.81763901049635,154.46809947782054,153.55745482356667,154.151,61549345.0
2014-05-23,154.28928521145258,154.874699868663,154.15106230627794,154.769,60156088.0
2014-05-27,155.3459857978279,155.76878446115288,155.2565476190476,155.72,72010355.0
2014-05-28,155.7198302852963,155.96375232521686,155.3458164907514,155.606,66722865.0
2014-05-29,155.96380942974474,156.435392212923,155.56540328533555,156.411,64376573.0
2014-05-30,156.2645939900353,156.7605688187669,156.13450223167948,156.663,76315640.0
2014-06-02,156.8826537065837,156.9151766718507,156.08584105754278,156.842,64655648.0
2014-06-03,156.46016198132781,156.84230757261412,156.3138083506224,156.761,65047193.0
2014-06-04,156.49258584812878,157.16743827320255,156.32997080594234,157.078,55529372.0
2014-06-05,157.2564043198766,158.2646145538699,156.67912265363847,158.102,92102592.0
2014-06-06,158.44433068891394,158.89965385402806,158.37115375166343,158.859,78696219.0
2014-06-09,158.83399299519374,159.40314474895183,158.68763968708453,159.021,65118828.0
2014-06-10,158.8256011247444,159.06952290388548,158.48411063394684,159.037,57129440.0
2014-06-11,158.4687384568028,158.64761543197213,158.1272460496614,158.485,68772479.0
2014-06-12,158.29803901002379,158.38747752402605,157.01337671799115,157.363,106350200.0
2014-06-13,157.6712545201669,157.9964840055633,157.16714881780254,157.842,82017278.0
2014-06-16,157.64677070358744,158.30536002882292,157.4597638581502,157.972,87424332.0
2014-06-17,157.75241092234256,158.52483021095313,157.58166560591283,158.411,84833876.0
2014-06-18,158.4113034749822,159.66343819423216,158.06168144298383,159.574,105266767.0
2014-06-19,159.7123462438925,159.85056901465796,159.20010891693812,159.753,85928920.0
2014-06-20,160.1495267939165,160.206714300296,159.87992854955596,160.076,100587108.0
2014-06-23,160.11686609148458,160.16588395956708,159.732892791505,160.027,70611486.0
2014-06-24,159.7410805855162,160.53353620955315,158.88326779661017,159.063,96236917.0
2014-06-25,158.72712184272422,159.94439196236834,158.69444345025053,159.781,82781912.0
2014-06-26,159.80588349365536,159.82222272820303,158.59678013712647,159.667,84311822.0
